Id;Label;Name;Platform;Year;Genre;Publisher
1506;G1506;Madagascar;PS2;2005;Platform;Activision
1507;G1507;Rugrats Studio Tour;PS;1999;Adventure;THQ
1508;G1508;LEGO Battles;DS;2009;Strategy;Warner Bros. Interactive Entertainment
1509;G1509;Pitfall II: Lost Caverns;2600;1983;Platform;Activision
1510;G1510;Turok: Evolution;PS2;2002;Shooter;Acclaim Entertainment
1511;G1511;High School Musical 3: Senior Year DANCE!;Wii;2008;Misc;Disney Interactive Studios
1512;G1512;Gold's Gym: Cardio Workout;Wii;2008;Sports;Ubisoft
1513;G1513;Burnout 3: Takedown;XB;2004;Racing;Electronic Arts
1514;G1514;Adventure;2600;N/A;Adventure;Atari
1515;G1515;Yu-Gi-Oh! The Sacred Cards;GBA;2002;Role-Playing;Konami Digital Entertainment
1516;G1516;Crysis 2;PS3;2011;Action;Electronic Arts
1517;G1517;NBA Live 07;PS2;2006;Sports;Electronic Arts
1518;G1518;Saints Row IV;PS3;2013;Action;Deep Silver
1519;G1519;SingStar '80s;PS2;2005;Misc;Sony Computer Entertainment
1520;G1520;EA Playground;Wii;2007;Sports;Electronic Arts
1521;G1521;Test Drive 5;PS;1997;Racing;Accolade
1522;G1522;Romancing SaGa 3;SNES;1995;Role-Playing;SquareSoft
1523;G1523;EA Sports Active 2;Wii;2010;Sports;Electronic Arts
1524;G1524;Digimon World;PS;1999;Role-Playing;Namco Bandai Games
1525;G1525;Rise of the Tomb Raider;XOne;2015;Adventure;Square Enix
1526;G1526;Need for Speed Carbon;Wii;2006;Racing;Electronic Arts
1527;G1527;Yoshi's Woolly World;WiiU;2015;Platform;Nintendo
1528;G1528;Mega Man Battle Network 3 Blue / White Version;GBA;2002;Role-Playing;Capcom
1529;G1529;FIFA Street;PS3;2012;Sports;Electronic Arts
1530;G1530;Resident Evil Zero;GC;2002;Action;Capcom
1531;G1531;Need for Speed: Most Wanted;X360;2005;Racing;Electronic Arts
1532;G1532;Tom Clancy's Rainbow Six: Siege;XOne;2015;Shooter;Ubisoft
1533;G1533;Pirates of the Caribbean: The Curse of the Black Pearl;GBA;2003;Platform;TDK Mediactive
1534;G1534;Transformers;PS2;2004;Shooter;Atari
1535;G1535;Guitar Hero: Aerosmith;Wii;2008;Misc;Activision
1536;G1536;Mystery Case Files: MillionHeir;DS;2008;Adventure;Nintendo
1537;G1537;Valkyria Chronicles;PS3;2008;Role-Playing;Sega
1538;G1538;Midnight Club 3: DUB Edition (America weekly sales);PS2;2005;Racing;Take-Two Interactive
1539;G1539;Champions of Norrath;PS2;2004;Role-Playing;Sony Online Entertainment
1540;G1540;Watch Dogs;X360;2014;Action;Ubisoft
1541;G1541;Imagine: Wedding Designer;DS;2008;Simulation;Ubisoft
1542;G1542;Metal Gear Solid V: Ground Zeroes;PS4;2014;Action;Konami Digital Entertainment
1543;G1543;Yakuman;GB;1989;Misc;Nintendo
1544;G1544;Assassin's Creed Syndicate;XOne;2015;Action;Ubisoft
1545;G1545;Army Men 3D;PS;1999;Action;3DO
1546;G1546;WWE '13;X360;2012;Action;THQ
1547;G1547;Twisted Metal 4;PS;1999;Racing;989 Studios
1548;G1548;Manhunt;PS2;2003;Action;Take-Two Interactive
1549;G1549;Kid Icarus: Uprising;3DS;2012;Action;Nintendo
1550;G1550;Silent Hill 2;PS2;2001;Action;Konami Digital Entertainment
1551;G1551;Tomb Raider: Underworld;PS3;2008;Action;Eidos Interactive
1552;G1552;Castlevania: Symphony of the Night;PS;1997;Platform;Konami Digital Entertainment
1553;G1553;The Sims 2: Nightlife;PC;2005;Simulation;Electronic Arts
1554;G1554;LEGO Batman: The Videogame;PS2;2008;Action;Warner Bros. Interactive Entertainment
1555;G1555;Road Rash;PS;1995;Racing;Electronic Arts
1556;G1556;Pokemon Mystery Dungeon: Gates to Infinity;3DS;2012;Role-Playing;Nintendo
1557;G1557;Atlantis;2600;1981;Shooter;Imagic
1558;G1558;NBA 2K9;X360;2008;Sports;Take-Two Interactive
1559;G1559;WWE '12;X360;2011;Fighting;THQ
1560;G1560;Tony Hawk's Underground;XB;2003;Sports;Activision
1561;G1561;Hogan's Alley;NES;1984;Shooter;Nintendo
1562;G1562;The Elder Scrolls Online;XOne;2015;Role-Playing;Bethesda Softworks
1563;G1563;Jillian Michaels' Fitness Ultimatum 2009;Wii;2008;Sports;Deep Silver
1564;G1564;.hack//Infection Part 1;PS2;2002;Role-Playing;Atari
1565;G1565;Rockstar Games presents Table Tennis;Wii;2007;Sports;Take-Two Interactive
1566;G1566;Sonic Adventure DX: Director's Cut;GC;2003;Platform;Sega
1567;G1567;Jet Li: Rise to Honor;PS2;2004;Action;Sony Computer Entertainment
1568;G1568;Battle Arena Toshinden;PS;1994;Fighting;Sony Computer Entertainment
1569;G1569;Yokai Watch 3;3DS;2016;Action;Level 5
1570;G1570;Kung Fu Panda;DS;2008;Action;Activision
1571;G1571;Tamagotchi Connection: Corner Shop;DS;2005;Simulation;Atari
1572;G1572;Football Manager 2011;PC;2010;Sports;Sega
1573;G1573;Devil Dice;PS;1998;Puzzle;THQ
1574;G1574;Final Fantasy IV;DS;2007;Simulation;Square Enix
1575;G1575;Hyrule Warriors;WiiU;2014;Action;Nintendo
1576;G1576;Need for Speed Carbon;PS3;2006;Racing;Electronic Arts
1577;G1577;Championship Manager 03/04;PC;2003;Sports;Eidos Interactive
1578;G1578;Brian Lara Cricket;PS;1998;Sports;Codemasters
1579;G1579;Ratatouille;DS;2007;Action;THQ
1580;G1580;Wheel of Fortune;PS;1998;Misc;Hasbro Interactive
1581;G1581;LEGO The Lord of the Rings;X360;2012;Action;Warner Bros. Interactive Entertainment
1582;G1582;Winter Sports: The Ultimate Challenge;Wii;2007;Sports;RTL
1583;G1583;SOCOM: U.S. Navy SEALs Confrontation;PS3;2008;Shooter;Sony Computer Entertainment
1584;G1584;NBA Live 2001;PS;2000;Sports;Electronic Arts
1585;G1585;Star Wars: The Force Unleashed;PS2;2008;Action;LucasArts
1586;G1586;Combat;2600;N/A;Action;Atari
1587;G1587;Tom Clancy's Rainbow Six: Vegas;PS3;2007;Shooter;Ubisoft
1588;G1588;Dragon Ball: Daimaou Fukkatsu;NES;1988;Role-Playing;Namco Bandai Games
1589;G1589;Gegege no Kitarou 2: Youkai Gundan no Chousen;NES;1987;Role-Playing;Namco Bandai Games
1590;G1590;Reel Fishing;PS;1996;Sports;Natsume
1591;G1591;Injustice: Gods Among Us;PS3;2013;Fighting;Warner Bros. Interactive Entertainment
1592;G1592;Pokemon XD: Gale of Darkness;GC;2005;Role-Playing;Nintendo
1593;G1593;Black;PS2;2006;Shooter;Electronic Arts
1594;G1594;RollerCoaster Tycoon 2;PC;2002;Strategy;Atari
1595;G1595;Lara Croft Tomb Raider: The Angel of Darkness;PS2;2003;Action;Eidos Interactive
1596;G1596;Tom Clancy's Splinter Cell: Pandora Tomorrow;PS2;2004;Action;Ubisoft
1597;G1597;Road Rash 3D;PS;1998;Racing;Electronic Arts
1598;G1598;Ratchet: Deadlocked;PS2;2005;Shooter;Sony Computer Entertainment
1599;G1599;Baldur's Gate: Dark Alliance;PS2;2001;Role-Playing;Virgin Interactive
1600;G1600;Transformers: Autobots / Decepticons;DS;2007;Action;Activision
1601;G1601;Tales of Xillia;PS3;2011;Role-Playing;Namco Bandai Games
1602;G1602;Diddy Kong Racing DS;DS;2007;Racing;Nintendo
1603;G1603;[Prototype];PS3;2009;Action;Activision
1604;G1604;Assassin's Creed: Bloodlines;PSP;2009;Action;Ubisoft
1605;G1605;Oddworld: Abe's Oddysee;PS;1997;Platform;GT Interactive
1606;G1606;The Witcher 3: Wild Hunt;XOne;2015;Role-Playing;Namco Bandai Games
1607;G1607;Ridge Racer V;PS2;2000;Action;Namco Bandai Games
1608;G1608;WWE SmackDown vs. Raw 2009;PS2;2008;Fighting;THQ
1609;G1609;Tetris 2 (All region sales);GB;1992;Puzzle;Nintendo
1610;G1610;Star Wars Episode III: Revenge of the Sith;XB;2005;Action;Activision
1611;G1611;Ben 10: Protector of Earth;Wii;2007;Action;D3Publisher
1612;G1612;Frogger: The Great Quest;PS2;2001;Platform;Konami Digital Entertainment
1613;G1613;2010 FIFA World Cup South Africa;PS3;2010;Sports;Electronic Arts
1614;G1614;Ninja Gaiden;XB;2004;Action;Microsoft Game Studios
1615;G1615;Crash Bandicoot: The Wrath of Cortex;XB;2002;Platform;Universal Interactive
1616;G1616;Driv3r;PS2;2004;Racing;Atari
1617;G1617;Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game;PS;2003;Misc;Sony Computer Entertainment
1618;G1618;Farming Simulator 2015;PC;2014;Simulation;Focus Home Interactive
1619;G1619;Guitar Hero: Aerosmith;X360;2008;Misc;Activision
1620;G1620;Medal of Honor: Airborne;PS3;2007;Shooter;Electronic Arts
1621;G1621;Kirby Tilt 'n' Tumble;GB;2000;Puzzle;Nintendo
1622;G1622;SpongeBob SquarePants: Battle for Bikini Bottom;GBA;2003;Platform;THQ
1623;G1623;Vigilante 8;PS;1998;Racing;Activision
1624;G1624;Castlevania;NES;1986;Platform;Konami Digital Entertainment
1625;G1625;Donkey Kong Country 2;GBA;2004;Platform;Nintendo
1626;G1626;Bayonetta;PS3;2009;Action;Sega
1627;G1627;WarioWare, Inc.: Mega MicroGame$;GBA;2003;Puzzle;Nintendo
1628;G1628;Star Wars: Battlefront II;PSP;2005;Shooter;LucasArts
1629;G1629;Madden NFL 17;PS4;2016;Sports;Electronic Arts
1630;G1630;Boom Blox;Wii;2008;Puzzle;Electronic Arts
1631;G1631;Fallout 4;PC;2015;Role-Playing;Bethesda Softworks
1632;G1632;The Sims 2: Castaway;Wii;2007;Simulation;Electronic Arts
1633;G1633;LEGO Batman 2: DC Super Heroes;PS3;2012;Action;Warner Bros. Interactive Entertainment
1634;G1634;Naruto Shippuden: Ultimate Ninja Storm 2;PS3;2010;Fighting;Namco Bandai Games
1635;G1635;Mario Power Tennis;GC;2004;Sports;Nintendo
1636;G1636;Intelligent Qube;PS;1997;Puzzle;Sony Computer Entertainment
1637;G1637;Game & Watch Gallery 2;GB;1997;Misc;Nintendo
1638;G1638;Game & Watch Gallery 3;GB;1999;Misc;Nintendo
1639;G1639;Pac-Man;NES;1984;Puzzle;Namco Bandai Games
1640;G1640;Parfait: Chocolat Second Style;PS2;2006;Adventure;Alchemist
1641;G1641;F1 2011;PS3;2011;Racing;Codemasters
1642;G1642;Cars;PSP;2006;Racing;THQ
1643;G1643;NBA Live 99;PS;1997;Sports;Electronic Arts
1644;G1644;Chocobo no Fushigi Dungeon;PS;1997;Role-Playing;SquareSoft
1645;G1645;Golden Sun: The Lost Age;GBA;2002;Role-Playing;Nintendo
1646;G1646;SimCity 2000;PS;1996;Simulation;Maxis
1647;G1647;Max Payne;XB;2001;Shooter;Take-Two Interactive
1648;G1648;WCW Mayhem;PS;1998;Fighting;Electronic Arts
1649;G1649;NBA 2K2;PS2;2002;Sports;Sega
1650;G1650;NASCAR Thunder 2003;PS2;N/A;Racing;Unknown
1651;G1651;Super Street Fighter IV: 3D Edition;3DS;2011;Fighting;Capcom
1652;G1652;Cars;PS2;2006;Racing;THQ
1653;G1653;Fuzion Frenzy;XB;2001;Misc;Microsoft Game Studios
1654;G1654;Call of Duty: Finest Hour;XB;2004;Shooter;Activision
1655;G1655;FIFA Soccer 11;PSP;2010;Sports;Electronic Arts
1656;G1656;Sly Cooper and the Thievius Raccoonus;PS2;2002;Platform;Sony Computer Entertainment
1657;G1657;LEGO Indiana Jones 2: The Adventure Continues;DS;2009;Action;Activision
1658;G1658;The Magical Quest starring Mickey Mouse;SNES;1992;Platform;Capcom
1659;G1659;Dragon Quest IV: Michibikareshi Monotachi;PS;2001;Role-Playing;Enix Corporation
1660;G1660;Star Wars Episode 1: Jedi Power Battles;PS;1999;Action;LucasArts
1661;G1661;Dino Crisis 2;PS;2000;Action;Virgin Interactive
1662;G1662;Need for Speed Underground;GC;2003;Racing;Electronic Arts
1663;G1663;Shrek / Shrek 2 2-in-1 Gameboy Advance Video;GBA;2007;Misc;N/A
1664;G1664;Test Drive 4;PS;1997;Racing;Electronic Arts
1665;G1665;FIFA Soccer 07;PSP;2006;Sports;Electronic Arts
1666;G1666;World Soccer Winning Eleven 9 (JP & Others sales);PSP;2005;Sports;Konami Digital Entertainment
1667;G1667;The Lord of the Rings: The Fellowship of the Ring;PS2;2002;Action;Black Label Games
1668;G1668;LEGO Star Wars III: The Clone Wars;PS3;2011;Action;LucasArts
1669;G1669;ATV Offroad Fury 3;PS2;2004;Racing;SouthPeak Games
1670;G1670;Pikmin 2;GC;2004;Strategy;Nintendo
1671;G1671;Just Dance 2016;Wii;2015;Misc;Ubisoft
1672;G1672;Disney Sing It;Wii;2008;Misc;Disney Interactive Studios
1673;G1673;Battlefield: Hardline;XOne;2015;Shooter;Electronic Arts
1674;G1674;WWE 2K16;PS4;2015;Sports;Take-Two Interactive
1675;G1675;Dragon Ball Z: La Legende Saien;SNES;1993;Fighting;Namco Bandai Games
1676;G1676;TwinBee;NES;1986;Shooter;Konami Digital Entertainment
1677;G1677;Ganbare Goemon! Karakuri Douchuu;NES;1986;Platform;Konami Digital Entertainment
1678;G1678;NFL 2K;DC;1999;Sports;Sega
1679;G1679;SolarStriker;GB;1989;Shooter;Nintendo
1680;G1680;Enter the Matrix;XB;2003;Action;Atari
1681;G1681;NHL 2002;PS2;2001;Sports;Electronic Arts
1682;G1682;Mario vs. Donkey Kong 2: March of the Minis;DS;2006;Puzzle;Nintendo
1683;G1683;PokéPark Wii: Pikachu's Adventure;Wii;2009;Adventure;Nintendo
1684;G1684;One Piece: Pirate Warriors;PS3;2012;Action;Namco Bandai Games
1685;G1685;WWE 2K14;PS3;2013;Sports;Take-Two Interactive
1686;G1686;Metal Gear Solid: Portable Ops;PSP;2006;Action;Konami Digital Entertainment
1687;G1687;Nuclear Strike;PS;1997;Simulation;Electronic Arts
1688;G1688;Captain Toad: Treasure Tracker;WiiU;2014;Puzzle;Nintendo
1689;G1689;WWE SmackDown vs Raw 2008;PSP;2007;Fighting;THQ
1690;G1690;The Simpsons: Road Rage;GBA;2003;Racing;THQ
1691;G1691;Pro Evolution Soccer 2008;Wii;2008;Sports;Konami Digital Entertainment
1692;G1692;SpongeBob SquarePants: Revenge of the Flying Dutchman;GBA;2002;Platform;THQ
1693;G1693;Mario & Sonic at the London 2012 Olympic Games;3DS;2012;Sports;Sega
1694;G1694;Scarface: The World is Yours;PS2;2006;Action;Vivendi Games
1695;G1695;Kobe Bryant in NBA Courtside;N64;1998;Sports;Nintendo
1696;G1696;Disney's Chip 'n Dale: Rescue Rangers;NES;1990;Platform;Capcom
1697;G1697;The Dukes of Hazzard: Racing for Home;PS;1999;Racing;Ubisoft
1698;G1698;Hitman 2: Silent Assassin;XB;N/A;Action;Eidos Interactive
1699;G1699;FIFA 14;XOne;2013;Sports;Electronic Arts
1700;G1700;Spider-Man: The Movie;GC;2002;Action;Activision
1701;G1701;Final Fantasy I & II: Dawn of Souls;GBA;2004;Role-Playing;Nintendo
1702;G1702;NBA 2K17;PS4;2016;Sports;Take-Two Interactive
1703;G1703;Pokemon Super Mystery Dungeon;3DS;2015;Role-Playing;Nintendo
1704;G1704;Just Dance 4;X360;2012;Misc;Ubisoft
1705;G1705;Metal Gear Solid VR Missions;PS;1999;Adventure;Konami Digital Entertainment
1706;G1706;Pole Position;2600;1982;Racing;Atari
1707;G1707;Resident Evil: Operation Raccoon City;PS3;2012;Action;Capcom
1708;G1708;LEGO Indiana Jones: The Original Adventures;PSP;2008;Action;LucasArts
1709;G1709;Pro Yakyuu Family Stadium '88;NES;1988;Sports;Namco Bandai Games
1710;G1710;Shenmue;DC;1999;Adventure;Sega
1711;G1711;Mario Tennis;GB;2000;Sports;Nintendo
1712;G1712;Tony Hawk's Pro Skater 2;GBA;2001;Sports;Activision
1713;G1713;WWE '12;PS3;2011;Fighting;THQ
1714;G1714;WWE SmackDown vs. Raw 2010;PS3;2009;Fighting;THQ
1715;G1715;Plants vs. Zombies;DS;2011;Strategy;Mastertronic
1716;G1716;Sonic the Hedgehog;PS3;2006;Platform;Sega
1717;G1717;Super Ghouls 'n Ghosts;SNES;1991;Platform;Capcom
1718;G1718;Spore;PC;2008;Strategy;Electronic Arts
1719;G1719;Soviet Strike;PS;1996;Simulation;Electronic Arts
1720;G1720;Your Shape: Fitness Evolved 2012;X360;2011;Sports;Ubisoft
1721;G1721;Army of Two;PS3;2008;Shooter;Electronic Arts
1722;G1722;Gun;PS2;2005;Shooter;Activision
1723;G1723;Ty the Tasmanian Tiger;PS2;2002;Platform;Electronic Arts
1724;G1724;Wario Land: Shake It!;Wii;2008;Platform;Nintendo
1725;G1725;Sonic Rush Adventure;DS;2007;Platform;Sega
1726;G1726;Medal of Honor: Warfighter;X360;2012;Action;Electronic Arts
1727;G1727;Mega Man 3;NES;1990;Platform;Capcom
1728;G1728;Ratchet & Clank (2016);PS4;2016;Platform;Sony Computer Entertainment
1729;G1729;Mission: Impossible;N64;1997;Action;Ocean
1730;G1730;Romancing SaGa 2;SNES;1993;Role-Playing;SquareSoft
1731;G1731;Cabela's Dangerous Hunts;PS2;2003;Sports;Zoo Digital Publishing
1732;G1732;Cool Boarders 4;PS;1998;Sports;989 Studios
1733;G1733;Rage Racer;PS;1996;Racing;Sony Computer Entertainment
1734;G1734;Medal of Honor: Rising Sun;XB;2003;Shooter;Electronic Arts
1735;G1735;Football Manager 2013;PC;2012;Sports;Sega
1736;G1736;Destruction Derby 2;PS;1996;Racing;Psygnosis
1737;G1737;Mirror's Edge;X360;2008;Platform;Electronic Arts
1738;G1738;Destiny: The Taken King;XOne;2015;Shooter;Activision
1739;G1739;Mario vs. Donkey Kong;GBA;2004;Puzzle;Nintendo
1740;G1740;007: Quantum of Solace;PS3;2008;Action;Activision
1741;G1741;EA Sports Active: More Workouts;Wii;2009;Sports;Electronic Arts
1742;G1742;Fallout: New Vegas;PC;2010;Role-Playing;Bethesda Softworks
1743;G1743;Need for Speed: Most Wanted;PSV;2012;Racing;Electronic Arts
1744;G1744;Final Fantasy Tactics: The War of the Lions;PSP;2007;Role-Playing;Square Enix
1745;G1745;Midnight Club 3: DUB Edition Remix;PS2;2006;Racing;Take-Two Interactive
1746;G1746;Tom Clancy's Ghost Recon: Jungle Storm;PS2;2004;Shooter;Ubisoft
1747;G1747;SingStar;PS3;2007;Misc;Sony Computer Entertainment
1748;G1748;Bushido Blade;PS;1997;Fighting;Sony Computer Entertainment
1749;G1749;LEGO Star Wars III: The Clone Wars;DS;2011;Action;LucasArts
1750;G1750;NASCAR Thunder 2002;PS2;2001;Racing;Electronic Arts
1751;G1751;Jet Force Gemini;N64;1999;Shooter;Nintendo
1752;G1752;Mega Man X;SNES;1993;Platform;Capcom
1753;G1753;Yu-Gi-Oh! The Sacred Cards (American and Others sales);GBA;2002;Role-Playing;Konami Digital Entertainment
1754;G1754;Sega Rally Championship;SAT;1995;Racing;Sega
1755;G1755;Test Drive: Off Road;PS;1997;Racing;Eidos Interactive
1756;G1756;Medal of Honor Heroes 2;PSP;2007;Shooter;Electronic Arts
1757;G1757;Sniper: Ghost Warrior;X360;2010;Shooter;City Interactive
1758;G1758;Rocksmith;PS3;2011;Misc;Ubisoft
1759;G1759;LEGO Star Wars: The Video Game;XB;2005;Action;Eidos Interactive
1760;G1760;FIFA Soccer 10;PSP;2009;Sports;Electronic Arts
1761;G1761;Plants vs. Zombies: Garden Warfare;X360;2014;Shooter;Electronic Arts
1762;G1762;Worldwide Soccer Manager 2009;PC;2008;Simulation;Sega
1763;G1763;Omerta: City of Gangsters;PS3;2011;Simulation;Konami Digital Entertainment
1764;G1764;Gauntlet: Dark Legacy;PS2;2001;Action;Midway Games
1765;G1765;Ninja Gaiden Sigma;PS3;2007;Action;Eidos Interactive
1766;G1766;Bad Boys: Miami Takedown;PS2;2004;Shooter;Empire Interactive
1767;G1767;Kaboom!;2600;1980;Misc;Activision
1768;G1768;Red Dead Redemption: Undead Nightmare;PS3;2010;Action;Take-Two Interactive
1769;G1769;Sonic and the Black Knight;Wii;2009;Platform;Sega
1770;G1770;Call of Duty 4: Modern Warfare;PC;2007;Shooter;Activision
1771;G1771;Qix;GB;1990;Puzzle;Nintendo
1772;G1772;Derby Stallion III;SNES;1995;Sports;ASCII Entertainment
1773;G1773;Doraemon;NES;1986;Action;Hudson Soft
1774;G1774;High School Musical 2: Work This Out!;DS;2008;Misc;Disney Interactive Studios
1775;G1775;Ratchet & Clank: All 4 One;PS3;2011;Platform;Sony Computer Entertainment
1776;G1776;Donkey Konga;GC;2003;Misc;Nintendo
1777;G1777;Fight Night Champion;PS3;2011;Fighting;Electronic Arts
1778;G1778;Dragon Quest I & II;SNES;1993;Role-Playing;Enix Corporation
1779;G1779;Tak and the Power of Juju;PS2;2003;Platform;THQ
1780;G1780;Asteroids;PS;1998;Shooter;Success
1781;G1781;Puyo Puyo Sun Ketteiban;PS;1997;Puzzle;Compile
1782;G1782;Pokemon Rumble Blast;3DS;2011;Action;Nintendo
1783;G1783;Action Bass;PS;2000;Action;Take-Two Interactive
1784;G1784;Tenchu: Wrath of Heaven;PS2;2003;Action;Activision
1785;G1785;Shadow of the Colossus;PS2;2005;Action;Sony Computer Entertainment
1786;G1786;Brave Fencer Musashi;PS;1998;Role-Playing;SquareSoft
1787;G1787;Hot Shots Golf: Out of Bounds;PS3;2007;Sports;Sony Computer Entertainment
1788;G1788;Dance Dance Revolution Extreme 2;PS2;2005;Simulation;Konami Digital Entertainment
1789;G1789;Mirror's Edge;PS3;2008;Platform;Electronic Arts
1790;G1790;Rabbids Go Home;Wii;2009;Platform;Ubisoft
1791;G1791;South Park;N64;1998;Shooter;Acclaim Entertainment
1792;G1792;Commando;NES;1986;Action;Capcom
1793;G1793;Pilotwings;SNES;1990;Simulation;Nintendo
1794;G1794;Resident Evil - Code: Veronica;DC;2000;Action;Eidos Interactive
1795;G1795;Super R.C. Pro-Am;GB;1991;Racing;Nintendo
1796;G1796;The Lord of the Rings: The Return of the King;XB;2003;Action;Electronic Arts
1797;G1797;LEGO Star Wars: The Video Game;GBA;2005;Action;Eidos Interactive
1798;G1798;Royal Palace of White Sword and The City of Gentiles;PS2;2005;Role-Playing;Take-Two Interactive
1799;G1799;Guitar Hero 5;X360;2009;Misc;Activision
1800;G1800;Mobile Suit Gundam: Federation vs. Zeon;PS2;2001;Simulation;Atari
1801;G1801;Need for Speed Underground 2;GC;2004;Racing;Electronic Arts
1802;G1802;MechAssault;XB;2002;Simulation;Microsoft Game Studios
1803;G1803;ModNation Racers;PS3;2010;Racing;Sony Computer Entertainment
1804;G1804;LEGO Star Wars III: The Clone Wars;3DS;2011;Action;LucasArts
1805;G1805;Derby Stallion 99;PS;1999;Sports;ASCII Entertainment
1806;G1806;Cars;GBA;2006;Racing;THQ
1807;G1807;Fantasy Life;3DS;2012;Role-Playing;Nintendo
1808;G1808;Tom Clancy's Rainbow Six 3: Black Arrow;XB;2004;Shooter;Ubisoft
1809;G1809;WWE 2K15;PS4;2014;Sports;Take-Two Interactive
1810;G1810;Donkey Kong;NES;1983;Platform;Nintendo
1811;G1811;Jampack Winter '98;PS;1998;Misc;Sony Computer Entertainment
1812;G1812;WWE 2K14;X360;2013;Sports;Take-Two Interactive
1813;G1813;Alien: Isolation;PS4;2014;Shooter;Sega
1814;G1814;Yakuza 3;PS3;2009;Action;Sega
1815;G1815;Pokémon Mystery Dungeon: Red Rescue Team (US weekly sales);GBA;2005;Role-Playing;Nintendo
1816;G1816;The Beatles: Rock Band;PS3;2009;Misc;MTV Games
1817;G1817;Dragon Age II;X360;2011;Action;Electronic Arts
1818;G1818;Moon Patrol;2600;1982;Shooter;Atari
1819;G1819;Supercar Street Challenge;PS2;2001;Racing;Activision
1820;G1820;Pilotwings 64;N64;1996;Simulation;Nintendo
1821;G1821;Crackdown 2;X360;2010;Shooter;Microsoft Game Studios
1822;G1822;Final Fantasy XIV: A Realm Reborn;PS3;2013;Role-Playing;Square Enix
1823;G1823;Castlevania: Lords of Shadow;PS3;2010;Action;Konami Digital Entertainment
1824;G1824;Rocksmith;X360;2011;Misc;Ubisoft
1825;G1825;Disney Infinity 2.0: Marvel Super Heroes;X360;2014;Action;Disney Interactive Studios
1826;G1826;SOCOM: U.S. Navy SEALs Fireteam Bravo;PSP;2005;Shooter;Sony Computer Entertainment
1827;G1827;Call Of Duty 2: Big Red One;XB;2005;Shooter;Activision
1828;G1828;Yoshi's Cookie;NES;1992;Puzzle;Nintendo
1829;G1829;Guitar Hero 5;PS2;2009;Misc;Activision
1830;G1830;Worldwide Soccer Manager 2008;PC;2007;Sports;Russel
1831;G1831;Spider-Man 2;XB;2004;Action;Activision
1832;G1832;Counter-Strike;XB;2003;Shooter;Microsoft Game Studios
1833;G1833;Mad Max (2015);PS4;2015;Action;Warner Bros. Interactive Entertainment
1834;G1834;Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions);PS2;2007;Action;Activision
1835;G1835;GRID;PS3;2008;Racing;Codemasters
1836;G1836;Guitar Hero Encore: Rocks The 80s;PS2;2007;Misc;RedOctane
1837;G1837;Sunset Overdrive;XOne;2014;Shooter;Microsoft Game Studios
1838;G1838;Rock Band;PS2;N/A;Misc;Electronic Arts
1839;G1839;Tom Clancy's Splinter Cell: Chaos Theory;XB;2005;Action;Ubisoft
1840;G1840;Donkey Kong Jr.;NES;1983;Platform;Nintendo
1841;G1841;Arc the Lad;PS;1995;Role-Playing;Sony Computer Entertainment
1842;G1842;NBA Jam Tournament Edition;GEN;1994;Sports;Acclaim Entertainment
1843;G1843;Need for Speed: ProStreet;Wii;2007;Racing;Electronic Arts
1844;G1844;Pikmin 3;WiiU;2013;Strategy;Nintendo
1845;G1845;Legend of Mana;PS;1999;Role-Playing;SquareSoft
1846;G1846;Lumines: Puzzle Fusion;PSP;2004;Puzzle;Ubisoft
1847;G1847;Toy Story 3: The Video Game;PS3;2010;Action;Disney Interactive Studios
1848;G1848;Guitar Hero 5;PS3;2009;Misc;Activision
1849;G1849;Megamania;2600;1981;Shooter;Activision
1850;G1850;Medal of Honor: Airborne;X360;2007;Shooter;Electronic Arts
1851;G1851;The Legend of Zelda: Tri Force Heroes;3DS;2015;Action;Nintendo
1852;G1852;Jungle Hunt;2600;1982;Platform;Atari
1853;G1853;Triple Play 98;PS;1997;Sports;Electronic Arts
1854;G1854;LEGO The Lord of the Rings;PS3;2012;Action;Warner Bros. Interactive Entertainment
1855;G1855;Petz Dogz 2;DS;2007;Simulation;Ubisoft
1856;G1856;WWE SmackDown vs. Raw 2011;PS3;2010;Fighting;THQ
1857;G1857;Yu-Gi-Oh! Duel Monsters II: Dark Duel Stories;GB;1999;Strategy;Konami Digital Entertainment
1858;G1858;Lode Runner;NES;1984;Puzzle;Hudson Soft
1859;G1859;The Final Fantasy Legend;GB;1989;Role-Playing;SquareSoft
1860;G1860;Famicom Jump: Eiyuu Retsuden;NES;1989;Role-Playing;Namco Bandai Games
1861;G1861;F-Zero X;N64;1998;Racing;Nintendo
1862;G1862;Popeye;NES;1983;Platform;Nintendo
1863;G1863;NERF N-Strike;Wii;2008;Shooter;Electronic Arts
1864;G1864;NBA Live 2001;PS2;2001;Sports;Electronic Arts
1865;G1865;SingStar Legends;PS2;2006;Misc;Sony Computer Entertainment
1866;G1866;SingStar Rocks!;PS2;2006;Misc;Sony Computer Entertainment
1867;G1867;Tales of Symphonia;GC;2003;Role-Playing;Nintendo
1868;G1868;Untold Legends: Brotherhood of the Blade;PSP;2005;Role-Playing;Activision
1869;G1869;Star Ocean: The Second Story;PS;1998;Role-Playing;Sony Computer Entertainment
